scenario,seed,k_known,n,r,sigma_x,d_max,R_task,p_lo,p_hi,F_keep_n,bb_acc,cbm_acc,cbm_mse,F_frac_best_abs_negative,F_mean_best_abs_signed,F_frac_margin_negative,E_frac_best_abs_negative,E_mean_best_abs_signed,E_frac_margin_negative,F_pair_raw_mean,F_pair_raw_max,E_pair_raw_mean,E_pair_raw_max,F_pair_soft_mean,F_pair_soft_max,F_mean_abs_Z,E_pair_soft_mean,E_pair_soft_max,E_mean_abs_Z,pair_soft_eps,S_frob_abs,S_frob_rel,Cov_frob_abs,Cov_frob_rel,Corr_frob_abs,Corr_frob_rel
0,1,2,8000,64,0.3,1,0.75,0,1,6000,0.8845,0.886,0.0337795056402683,0.5,-0.0084591805934906,0.5,0,0.523912370204926,0,0.0617797002196312,0.0617797002196312,0.049380861222744,0.049380861222744,0.0786505496722817,0.0786505496722817,0.785495102405548,0.510138551476163,0.510138551476163,0.0967979207634926,0.000001,6.55828428268433,0.953383620944978,0.0277944145871477,0.0686198948364402,0.102588846559697,0.0563650640306301
0,2,2,8000,64,0.3,1,0.75,0,1,6000,0.8875,0.884,0.0264759380370379,0,0.964033603668213,0,0,0.477029830217361,0,0.140277490019798,0.140277490019798,0.0515163987874985,0.0515163987874985,0.211372119768527,0.211372119768527,0.663650810718536,4.52737198236457,4.52737198236457,0.0113778747618198,0.000001,6.7125186920166,0.945100579104396,0.0423885210146924,0.104925501078026,0.17477369460242,0.0984704363402912
0,3,2,8000,64,0.3,1,0.75,0,1,6000,0.873,0.5335,0.02993218973279,0,0.973315000534058,0,0,0.423497498035431,0,0.00206685112789273,0.00206685112789273,0.0436729229986668,0.0436729229986668,0.00225324197909704,0.00225324197909704,0.917277812957764,0.918528603652346,0.918528603652346,0.0475456118583679,0.000001,6.62034463882446,0.93343893672463,0.0396159473957577,0.107299613339177,0.122255618567297,0.0677093795790349
0,4,2,8000,64,0.3,1,0.75,0,1,6000,0.873,0.8395,0.0174780897796154,0,0.987534523010254,0,0.5,0.116877034306526,0.5,0.356381744146347,0.356381744146347,0.0517239458858967,0.0517239458858967,1.4020101523605,1.4020101523605,0.254192411899567,0.282508399373102,0.282508399373102,0.183087170124054,0.000001,6.92047548294067,0.921452924489606,0.0403382706148515,0.108620096421861,0.076780956307613,0.0418133563978036
0,5,2,8000,64,0.3,1,0.75,0,1,6000,0.8755,0.879,0.0315927676856518,0,0.956725835800171,0,0,0.643520832061768,0,0.017828980460763,0.017828980460763,0.0476839058101177,0.0476839058101177,0.0202179891279372,0.0202179891279372,0.881836473941803,0.275389519286269,0.275389519286269,0.173149764537811,0.000001,6.80982398986816,0.956725580587574,0.0431479595018082,0.0996243466612431,0.183358661319048,0.103717110371724
0,6,2,8000,64,0.3,1,0.75,0,1,6000,0.881,0.8825,0.0309758670628071,0.5,0.0219320952892303,0.5,0,0.520673632621765,0,0.394126504659653,0.394126504659653,0.0682405829429627,0.0682405829429627,3.36744976664822,3.36744976664822,0.117039054632187,12.933497619629,12.933497619629,0.0052752667106688,0.000001,6.01999807357788,0.954291360949528,0.0373819022600038,0.0981855179175492,0.145802397381728,0.0813421952162411
0,7,2,8000,64,0.3,1,0.75,0,1,6000,0.873,0.8815,0.0154330460354686,0.5,0.00278717279434204,0.5,0,0.701213955879211,0,0,0,0.0168101936578751,0.0168101936578751,0,0,0.913186848163605,0.333825280873696,0.333825280873696,0.0503552630543709,0.000001,7.25799465179443,0.927262004343316,0.0323005089972,0.0715646311709739,0.0402804453376774,0.0216122096273261
0,8,2,8000,64,0.3,1,0.75,0,1,6000,0.883,0.883,0.0170286670327187,0,0.971082448959351,0,0,0.52436113357544,0,0.0348795615136623,0.0348795615136623,0.0811995267868042,0.0811995267868042,0.0407091957250518,0.0407091957250518,0.856797099113464,1.38348897186631,1.38348897186631,0.0586908496916294,0.000001,6.36715316772461,0.890966664569164,0.0273370018376405,0.0614562757091877,0.0760932270141545,0.0413506013721147
0,9,2,8000,64,0.3,1,0.75,0,1,6000,0.8785,0.878,0.0206156633794308,0,0.952773213386536,0,0,0.523965954780579,0,0.154803350567818,0.154803350567818,0.0472996421158314,0.0472996421158314,0.240046732904146,0.240046732904146,0.644887387752533,0.41169168182169,0.41169168182169,0.114889934659004,0.000001,7.14592170715332,0.936215565018047,0.0312471950271535,0.0791397556154662,0.0883557506649949,0.0482967114936252
0,10,2,8000,64,0.3,1,0.75,0,1,6000,0.882,0.882,0.0244767591357231,0,0.944847822189331,0,0,0.476668536663055,0,0,0,0.0390270799398422,0.0390270799398422,0,0,0.792375326156616,0.817747189015278,0.817747189015278,0.0477241165935993,0.000001,7.07327651977539,0.954280626928498,0.0309349169489762,0.0716180774013057,0.118668663749308,0.0656043718832072
0,11,2,8000,64,0.3,1,0.75,0,1,6000,0.8695,0.8715,0.0205724146217108,0.5,0.00257012248039246,0.5,0,0.483685463666916,0,0.00182225182652473,0.00182225182652473,0.0519577078521252,0.0519577078521252,0.00192501466658665,0.00192501466658665,0.946616113185883,0.885574872876024,0.885574872876024,0.0586701631546021,0.000001,7.08794832229614,0.913055432141941,0.0222908761573872,0.0536488328086849,0.0976133850327827,0.0534818592601312
0,12,2,8000,64,0.3,1,0.75,0,1,6000,0.8675,0.8,0.0407644137740135,0.5,0.0084737241268158,0.5,0,0.562743186950684,0,0.00228287908248603,0.00228287908248603,0.0869935527443886,0.0869935527443886,0.00233235436186167,0.00233235436186167,0.978786408901215,0.68554221480453,0.68554221480453,0.126896440982819,0.000001,6.64714908599854,0.936781529249758,0.0696071649773508,0.199348429754891,0.159350235411303,0.0892311243083048
