scenario,seed,k_known,n,r,sigma_x,d_max,R_task,p_lo,p_hi,F_keep_n,bb_acc,cbm_acc,cbm_mse,F_frac_best_abs_negative,F_mean_best_abs_signed,F_frac_margin_negative,E_frac_best_abs_negative,E_mean_best_abs_signed,E_frac_margin_negative,F_pair_raw_mean,F_pair_raw_max,E_pair_raw_mean,E_pair_raw_max,F_pair_soft_mean,F_pair_soft_max,F_mean_abs_Z,E_pair_soft_mean,E_pair_soft_max,E_mean_abs_Z,pair_soft_eps,S_frob_abs,S_frob_rel,Cov_frob_abs,Cov_frob_rel,Corr_frob_abs,Corr_frob_rel
0,1,2,8000,64,0.3,1,0.75,0.2,0.8,1616,0.8845,0.886,0.0337795056402683,0,0.943263232707977,0,0,0.523912370204926,0,0.0154664143919945,0.0154664143919945,0.049380861222744,0.049380861222744,0.0187173501379926,0.0187173501379926,0.826313316822052,0.510138551476163,0.510138551476163,0.0967979207634926,0.000001,6.36310434341431,0.955708346887028,0.0277944145871477,0.0686198948364402,0.102588846559697,0.0563650640306301
0,2,2,8000,64,0.3,1,0.75,0.2,0.8,1620,0.8875,0.884,0.0264759380370379,0,0.951374292373657,0,0,0.477029830217361,0,0.0864389911293984,0.0864389911293984,0.0515163987874985,0.0515163987874985,0.117078759183387,0.117078759183387,0.738296806812286,4.52737198236457,4.52737198236457,0.0113778747618198,0.000001,6.20709276199341,0.936866593701977,0.0423885210146924,0.104925501078026,0.17477369460242,0.0984704363402912
0,3,2,8000,64,0.3,1,0.75,0.2,0.8,1628,0.873,0.5335,0.02993218973279,0.5,-0.00435611605644226,0.5,0,0.423497498035431,0,0.00249240547418594,0.00249240547418594,0.0436729229986668,0.0436729229986668,0.0028675869213421,0.0028675869213421,0.869163751602173,0.918528603652346,0.918528603652346,0.0475456118583679,0.000001,6.45909452438355,0.936963703446356,0.0396159473957577,0.107299613339177,0.122255618567297,0.0677093795790349
0,4,2,8000,64,0.3,1,0.75,0.2,0.8,1585,0.873,0.8395,0.0174780897796154,0,0.980433106422424,0,0.5,0.116877034306526,0.5,0.314857363700867,0.314857363700867,0.0517239458858967,0.0517239458858967,0.933145649114921,0.933145649114921,0.337414026260376,0.282508399373102,0.282508399373102,0.183087170124054,0.000001,6.83680486679077,0.921012808264917,0.0403382706148515,0.108620096421861,0.076780956307613,0.0418133563978036
0,5,2,8000,64,0.3,1,0.75,0.2,0.8,1665,0.8755,0.879,0.0315927676856518,0,0.926053583621979,0,0,0.643520832061768,0,0.012785772792995,0.012785772792995,0.0476839058101177,0.0476839058101177,0.0154540019101513,0.0154540019101513,0.827342808246613,0.275389519286269,0.275389519286269,0.173149764537811,0.000001,6.45546245574951,0.956166560642279,0.0431479595018082,0.0996243466612431,0.183358661319048,0.103717110371724
0,6,2,8000,64,0.3,1,0.75,0.2,0.8,1767,0.881,0.8825,0.0309758670628071,0.5,0.0162039399147034,0.5,0,0.520673632621765,0,0.261058747768402,0.261058747768402,0.0682405829429627,0.0682405829429627,0.672616647773312,0.672616647773312,0.388123124837875,12.933497619629,12.933497619629,0.0052752667106688,0.000001,5.96873998641968,0.97029818323643,0.0373819022600038,0.0981855179175492,0.145802397381728,0.0813421952162411
0,7,2,8000,64,0.3,1,0.75,0.2,0.8,1561,0.873,0.8815,0.0154330460354686,0.5,0.00945305824279785,0.5,0,0.701213955879211,0,0,0,0.0168101936578751,0.0168101936578751,0,0,0.878133356571198,0.333825280873696,0.333825280873696,0.0503552630543709,0.000001,7.12759733200073,0.924631113280693,0.0323005089972,0.0715646311709739,0.0402804453376774,0.0216122096273261
0,8,2,8000,64,0.3,1,0.75,0.2,0.8,1615,0.883,0.883,0.0170286670327187,0,0.952868223190308,0,0,0.52436113357544,0,0.0137445190921426,0.0137445190921426,0.0811995267868042,0.0811995267868042,0.0155964516050026,0.0155964516050026,0.881258368492127,1.38348897186631,1.38348897186631,0.0586908496916294,0.000001,6.23612833023071,0.894380909674376,0.0273370018376405,0.0614562757091877,0.0760932270141545,0.0413506013721147
0,9,2,8000,64,0.3,1,0.75,0.2,0.8,1691,0.8785,0.878,0.0206156633794308,0.5,-0.0243361592292786,0.5,0,0.523965954780579,0,0.211753010749817,0.211753010749817,0.0472996421158314,0.0472996421158314,0.40812476524884,0.40812476524884,0.518842816352844,0.41169168182169,0.41169168182169,0.114889934659004,0.000001,6.75079154968262,0.930579047912141,0.0312471950271535,0.0791397556154662,0.0883557506649949,0.0482967114936252
0,10,2,8000,64,0.3,1,0.75,0.2,0.8,1798,0.882,0.882,0.0244767591357231,0.5,0.00969043374061585,0.5,0,0.476668536663055,0,0.0203468073159456,0.0203468073159456,0.0390270799398422,0.0390270799398422,0.0293463499346467,0.0293463499346467,0.693332493305206,0.817747189015278,0.817747189015278,0.0477241165935993,0.000001,6.54556083679199,0.946920051791639,0.0309349169489762,0.0716180774013057,0.118668663749308,0.0656043718832072
